,source,estimate,pvals,log10_pval
501,REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,0.3286616,0.46917883,0.3286616
504,REACTOME_FLT3_SIGNALING,1.3459508,0.04508677,1.3459508
506,REACTOME_FLT3_SIGNALING_IN_DISEASE,3.3097124,0.00049010327,3.3097124
509,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,1.1347517,0.07332436,1.1347517
511,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0.17801201,0.6637247,0.17801201
512,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,1.8603094,0.013794012,1.8603094
513,REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,0.61415786,0.24313201,0.61415786
514,REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,1.9893118,0.010249158,1.9893118
515,REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,0.2836889,0.52036864,0.2836889
516,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,0.24669981,0.56663084,0.24669981
519,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.8701877,0.134838,0.8701877
520,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.52502334,0.2985222,0.52502334
521,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,0.52502334,0.2985222,0.52502334
523,REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,1.9189485,0.012051786,1.9189485
524,REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,1.2770948,0.05283299,1.2770948
525,REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,1.1788671,0.06624192,1.1788671
526,REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,1.332158,0.046541676,1.332158
527,REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,1.2770948,0.05283299,1.2770948
529,REACTOME_G0_AND_EARLY_G1,0.3050254,0.4954212,0.3050254
530,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.32825822,0.4696148,0.32825822
531,REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,0.2836889,0.52036864,0.2836889
532,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.36048692,0.4360267,0.36048692
535,REACTOME_GAB1_SIGNALOSOME,0.61415786,0.24313201,0.61415786
538,REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,0.45609793,0.34986627,0.45609793
544,REACTOME_GAP_JUNCTION_DEGRADATION,0.58159244,0.26206413,0.58159244
545,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.27378085,0.5323768,0.27378085
546,REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.47731784,0.33318248,0.47731784
548,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,2.1659677,0.0068238927,2.1659677
549,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,2.1479602,0.007112789,2.1479602
551,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,0.20443015,0.6245538,0.20443015
556,REACTOME_GLUCOSE_METABOLISM,0.22834668,0.5910896,0.22834668
557,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,0.5520306,0.2805236,0.5520306
558,REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,0.9838195,0.10379597,0.9838195
566,REACTOME_GLYCOLYSIS,0.3134038,0.48595518,0.3134038
567,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.21578299,0.60843897,0.21578299
569,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,1.314745,0.048445683,1.314745
572,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.9838195,0.10379597,0.9838195
573,REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,1.3920043,0.040550455,1.3920043
574,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,1.699238,0.019987667,1.699238
575,REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.41794306,0.38199437,0.41794306
576,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,1.0995612,0.079513125,1.0995612
579,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.41794306,0.38199437,0.41794306
581,REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.3286616,0.46917883,0.3286616
582,REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.15727746,0.6961816,0.15727746
583,REACTOME_HCMV_LATE_EVENTS,0.13129748,0.73909885,0.13129748
584,REACTOME_HDACS_DEACETYLATE_HISTONES,1.3459508,0.04508677,1.3459508
588,REACTOME_HDMS_DEMETHYLATE_HISTONES,1.0182391,0.095887244,1.0182391
592,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0.11015841,0.775964,0.11015841
593,REACTOME_HEDGEHOG_ON_STATE,0.4997239,0.31642887,0.4997239
596,REACTOME_HEME_SIGNALING,1.6899227,0.020421015,1.6899227
601,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,2.0984707,0.007971304,2.0984707
602,REACTOME_HIV_TRANSCRIPTION_ELONGATION,1.0595698,0.08718267,1.0595698
603,REACTOME_HIV_TRANSCRIPTION_INITIATION,0.5076319,0.3107192,0.5076319
605,REACTOME_HSF1_ACTIVATION,0.29409125,0.5080527,0.29409125
606,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0.6620779,0.21773192,0.6620779
607,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,2.972014,0.0010665618,2.972014
610,REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA,0.7893312,0.16243096,0.7893312
616,REACTOME_INACTIVATION_OF_CDC42_AND_RAC1,0.7366539,0.1833775,0.7366539
618,REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,0.5520306,0.2805236,0.5520306
619,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.36932832,0.42723978,0.36932832
620,REACTOME_INFLAMMASOMES,1.2770948,0.05283299,1.2770948
621,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,1.8893334,0.012902285,1.8893334
622,REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.5520306,0.2805236,0.5520306
625,REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,4.2032022,6.263224e-05,4.2032022
628,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.53438026,0.29215932,0.53438026
629,REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,0.38453624,0.4125378,0.38453624
630,REACTOME_INSULIN_PROCESSING,0.8911321,0.12848957,0.8911321
631,REACTOME_INSULIN_RECEPTOR_RECYCLING,0.41794306,0.38199437,0.41794306
632,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.5484398,0.28285262,0.5484398
633,REACTOME_INTEGRATION_OF_PROVIRUS,0.69079316,0.20380124,0.69079316
635,REACTOME_INTEGRIN_SIGNALING,1.8893334,0.012902285,1.8893334
636,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.62658983,0.23627086,0.62658983
637,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.21578299,0.60843897,0.21578299
638,REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,4.448125,3.5634846e-05,4.448125
639,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,0.29409125,0.5080527,0.29409125
640,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,1.162283,0.06882037,1.162283
641,REACTOME_INTERFERON_GAMMA_SIGNALING,1.4436395,0.036004804,1.4436395
643,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,2.3755674,0.00421146,2.3755674
644,REACTOME_INTERLEUKIN_12_SIGNALING,1.8768418,0.01327878,1.8768418
645,REACTOME_INTERLEUKIN_15_SIGNALING,0.65030456,0.22371517,0.65030456
646,REACTOME_INTERLEUKIN_17_SIGNALING,0.66729975,0.21512963,0.66729975
647,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.50021476,0.31607142,0.50021476
650,REACTOME_INTERLEUKIN_27_SIGNALING,0.69079316,0.20380124,0.69079316
651,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,0.92041993,0.12011025,0.92041993
653,REACTOME_INTERLEUKIN_35_SIGNALLING,0.65030456,0.22371517,0.65030456
654,REACTOME_INTERLEUKIN_37_SIGNALING,0.50021476,0.31607142,0.50021476
655,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,1.3808315,0.0416072,1.3808315
656,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,0.52502334,0.2985222,0.52502334
657,REACTOME_INTERLEUKIN_6_SIGNALING,0.69079316,0.20380124,0.69079316
658,REACTOME_INTERLEUKIN_7_SIGNALING,0.50021476,0.31607142,0.50021476
660,REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,1.2770948,0.05283299,1.2770948
661,REACTOME_INTRAFLAGELLAR_TRANSPORT,0.9481935,0.112669535,0.9481935
662,REACTOME_INTRA_GOLGI_TRAFFIC,0.5629871,0.273535,0.5629871
663,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.92784846,0.118073255,0.92784846
667,REACTOME_ION_HOMEOSTASIS,0.5484398,0.28285262,0.5484398
668,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.18961896,0.646221,0.18961896
672,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,1.4714985,0.0337677,1.4714985
673,REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN,0.65030456,0.22371517,0.65030456
674,REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.4949007,0.31996265,0.4949007
675,REACTOME_IRS_MEDIATED_SIGNALLING,0.62658983,0.23627086,0.62658983
676,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,1.0547158,0.088162564,1.0547158
677,REACTOME_JOSEPHIN_DOMAIN_DUBS,0.61415786,0.24313201,0.61415786
682,REACTOME_KILLING_MECHANISMS,0.65030456,0.22371517,0.65030456
683,REACTOME_KINESINS,1.4714985,0.0337677,1.4714985
684,REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,0.45609793,0.34986627,0.45609793
688,REACTOME_LDL_CLEARANCE,0.50021476,0.31607142,0.50021476
694,REACTOME_LONG_TERM_POTENTIATION,0.95126784,0.111874774,0.95126784
698,REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,0.9247611,0.11891562,0.9247611
700,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,2.0049777,0.009886037,2.0049777
702,REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.2384608,0.577483,0.2384608
704,REACTOME_MAPK1_ERK2_ACTIVATION,0.7893312,0.16243096,0.7893312
705,REACTOME_MAPK3_ERK1_ACTIVATION,0.7366539,0.1833775,0.7366539
706,REACTOME_MAPK6_MAPK4_SIGNALING,1.7514648,0.017722912,1.7514648
707,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,1.3808315,0.0416072,1.3808315
708,REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,1.6094909,0.02457588,1.6094909
709,REACTOME_MATURATION_OF_NUCLEOPROTEIN,0.7366539,0.1833775,0.7366539
711,REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN,0.9247611,0.11891562,0.9247611
712,REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,0.29409125,0.5080527,0.29409125
713,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,1.1788671,0.06624192,1.1788671
715,REACTOME_MEIOSIS,0.90808195,0.123571426,0.90808195
717,REACTOME_MEIOTIC_SYNAPSIS,1.4945356,0.032023177,1.4945356
724,REACTOME_METABOLISM_OF_NUCLEOTIDES,0.05638379,0.87824607,0.05638379
725,REACTOME_METABOLISM_OF_POLYAMINES,0.3965078,0.4013213,0.3965078
728,REACTOME_METALLOPROTEASE_DUBS,0.41794306,0.38199437,0.41794306
731,REACTOME_METHYLATION,0.61415786,0.24313201,0.61415786
732,REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0.40070742,0.3974592,0.40070742
733,REACTOME_MET_ACTIVATES_RAP1_AND_RAC1,0.69079316,0.20380124,0.69079316
734,REACTOME_MET_ACTIVATES_RAS_SIGNALING,0.69079316,0.20380124,0.69079316
735,REACTOME_MET_PROMOTES_CELL_MOTILITY,0.7641411,0.17213094,0.7641411
737,REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.92041993,0.12011025,0.92041993
739,REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,0.41794306,0.38199437,0.41794306
740,REACTOME_MISMATCH_REPAIR,0.50021476,0.31607142,0.50021476
741,REACTOME_MITOCHONDRIAL_BIOGENESIS,0.39968768,0.39839357,0.39968768
748,REACTOME_MITOCHONDRIAL_TRANSLATION,0.04193488,0.90795666,0.04193488
751,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,1.3920043,0.040550455,1.3920043
755,REACTOME_MRNA_CAPPING,0.2836889,0.52036864,0.2836889
756,REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,1.2261717,0.05940572,1.2261717
757,REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,1.2770948,0.05283299,1.2770948
758,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,2.0235612,0.009471936,2.0235612
759,REACTOME_MTORC1_MEDIATED_SIGNALLING,0.34146273,0.45555127,0.34146273
760,REACTOME_MTOR_SIGNALLING,0.1957712,0.6371311,0.1957712
762,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,1.191421,0.06435452,1.191421
764,REACTOME_MYOGENESIS,0.35499594,0.44157457,0.35499594
767,REACTOME_NCAM1_INTERACTIONS,0.7207842,0.19020231,0.7207842
768,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,2.7838874,0.0016447981,2.7838874
770,REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,0.9247611,0.11891562,0.9247611
773,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0.69079316,0.20380124,0.69079316
774,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.47731784,0.33318248,0.47731784
775,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.4949007,0.31996265,0.4949007
778,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,0.8911321,0.12848957,0.8911321
779,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,0.86327815,0.13700041,0.86327815
780,REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,0.95126784,0.111874774,0.95126784
781,REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,0.92041993,0.12011025,0.92041993
783,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,0.5484398,0.28285262,0.5484398
784,REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,0.41794306,0.38199437,0.41794306
786,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.13525689,0.7323912,0.13525689
789,REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,0.29409125,0.5080527,0.29409125
790,REACTOME_NEPHRIN_FAMILY_INTERACTIONS,1.8303802,0.014778139,1.8303802
791,REACTOME_NETRIN_1_SIGNALING,1.5295385,0.02954347,1.5295385
792,REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS,1.8012038,0.01580506,1.8012038
793,REACTOME_NEUREXINS_AND_NEUROLIGINS,1.3392278,0.04579017,1.3392278
794,REACTOME_NEUROFASCIN_INTERACTIONS,0.7893312,0.16243096,0.7893312
797,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,1.622943,0.02382632,1.622943
800,REACTOME_NGF_STIMULATED_TRANSCRIPTION,0.2384608,0.577483,0.2384608
806,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,1.9607499,0.010945867,1.9607499
807,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0.17253399,0.6721497,0.17253399
808,REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,1.2261717,0.05940572,1.2261717
809,REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.4949007,0.31996265,0.4949007
811,REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.65030456,0.22371517,0.65030456
813,REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.40070742,0.3974592,0.40070742
815,REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.4363606,0.36613345,0.4363606
817,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,1.1353116,0.0732299,1.1353116
821,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,1.3459508,0.04508677,1.3459508
822,REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.8888693,0.1291608,0.8888693
823,REACTOME_NRCAM_INTERACTIONS,0.7893312,0.16243096,0.7893312
824,REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,0.50021476,0.31607142,0.50021476
825,REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0.57804745,0.264212,0.57804745
827,REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0.8701877,0.134838,0.8701877
828,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,2.8943024,0.0012755502,2.8943024
829,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.3871153,0.4100952,0.3871153
830,REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0.2384608,0.577483,0.2384608
831,REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,0.22302268,0.5983803,0.22302268
833,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.3286616,0.46917883,0.3286616
836,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.5076319,0.3107192,0.5076319
842,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,1.2801493,0.0524627,1.2801493
844,REACTOME_ONCOGENE_INDUCED_SENESCENCE,0.7872617,0.16320682,0.7872617
845,REACTOME_ONCOGENIC_MAPK_SIGNALING,1.4230647,0.0377516,1.4230647
846,REACTOME_OPIOID_SIGNALLING,0.5189781,0.30270657,0.5189781
847,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.08769385,0.8171582,0.08769385
851,REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.47731784,0.33318248,0.47731784
853,REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,0.74200344,0.18113258,0.74200344
854,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,3.1877437,0.0006490173,3.1877437
857,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.69079316,0.20380124,0.69079316
863,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.4303337,0.37124985,0.4303337
865,REACTOME_PCP_CE_PATHWAY,0.1999798,0.6309867,0.1999798
866,REACTOME_PD_1_SIGNALING,0.85094035,0.14094824,0.85094035
867,REACTOME_PECAM1_INTERACTIONS,0.7893312,0.16243096,0.7893312
869,REACTOME_PEPTIDE_HORMONE_METABOLISM,0.90808195,0.123571426,0.90808195
870,REACTOME_PERK_REGULATES_GENE_EXPRESSION,0.7641411,0.17213094,0.7641411
872,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.12747155,0.7456387,0.12747155
874,REACTOME_PHASE_0_RAPID_DEPOLARISATION,0.2836889,0.52036864,0.2836889
888,REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.5520306,0.2805236,0.5520306
889,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.7366539,0.1833775,0.7366539
890,REACTOME_PI5P_REGULATES_TP53_ACETYLATION,0.69079316,0.20380124,0.69079316
892,REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,0.40070742,0.3974592,0.40070742
893,REACTOME_PI_3K_CASCADE_FGFR1,0.5520306,0.2805236,0.5520306
894,REACTOME_PI_3K_CASCADE_FGFR2,0.50021476,0.31607142,0.50021476
895,REACTOME_PI_3K_CASCADE_FGFR3,0.58159244,0.26206413,0.58159244
896,REACTOME_PI_3K_CASCADE_FGFR4,0.5520306,0.2805236,0.5520306
897,REACTOME_PI_METABOLISM,0.56008595,0.27536836,0.56008595
899,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.4363606,0.36613345,0.4363606
900,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,7.2036667,6.256529e-08,7.2036667
902,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.47062868,0.33835402,0.47062868
903,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.31653327,0.482466,0.31653327
904,REACTOME_PLASMA_LIPOPROTEIN_REMODELING,0.50021476,0.31607142,0.50021476
906,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,1.6243689,0.023748219,1.6243689
907,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,1.0182391,0.095887244,1.0182391
908,REACTOME_PLATELET_HOMEOSTASIS,1.0995612,0.079513125,1.0995612
909,REACTOME_PLATELET_SENSITIZATION_BY_LDL,1.4574388,0.03487877,1.4574388
910,REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.7893312,0.16243096,0.7893312
911,REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,1.2261717,0.05940572,1.2261717
913,REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,0.31653327,0.482466,0.31653327
914,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,3.1813014,0.00065871654,3.1813014
915,REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.3050254,0.4954212,0.3050254
918,REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,2.064577,0.008618323,2.064577
920,REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.85094035,0.14094824,0.85094035
921,REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,1.3920043,0.040550455,1.3920043
926,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,1.5001203,0.031614017,1.5001203
927,REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,1.1788671,0.06624192,1.1788671
930,REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.29409125,0.5080527,0.29409125
931,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.32825822,0.4696148,0.32825822
932,REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.41794306,0.38199437,0.41794306
934,REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,0.41794306,0.38199437,0.41794306
936,REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.61415786,0.24313201,0.61415786
937,REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.58159244,0.26206413,0.58159244
942,REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,2.3246272,0.0047355774,2.3246272
944,REACTOME_PROTEIN_UBIQUITINATION,0.66729975,0.21512963,0.66729975
950,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,1.3920043,0.040550455,1.3920043
959,REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,0.78621876,0.16359924,0.78621876
960,REACTOME_RAB_GERANYLGERANYLATION,1.2908611,0.051184554,1.2908611
961,REACTOME_RAC2_GTPASE_CYCLE,3.0995817,0.00079509366,3.0995817
962,REACTOME_RAC3_GTPASE_CYCLE,2.9577081,0.0011022798,2.9577081
963,REACTOME_RAF_ACTIVATION,1.3124181,0.04870594,1.3124181
964,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.38453624,0.4125378,0.38453624
968,REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS,0.7893312,0.16243096,0.7893312
972,REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,1.1347517,0.07332436,1.1347517
973,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,0.65030456,0.22371517,0.65030456
975,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,1.3009212,0.05001253,1.3009212
976,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,1.191421,0.06435452,1.191421
979,REACTOME_RECYCLING_PATHWAY_OF_L1,0.1957712,0.6371311,0.1957712
980,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,1.5294882,0.029546894,1.5294882
985,REACTOME_REGULATION_OF_BACH1_ACTIVITY,0.61415786,0.24313201,0.61415786
986,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.86327815,0.13700041,0.86327815
987,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.8003584,0.15835857,0.8003584
988,REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO,0.65030456,0.22371517,0.65030456
990,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,0.69079316,0.20380124,0.69079316
992,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,0.7366539,0.1833775,0.7366539
993,REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.69079316,0.20380124,0.69079316
994,REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,0.52502334,0.2985222,0.52502334
