,source,estimate,pvals,log10_pval
440,REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,0.7366539,0.1833775,0.7366539
441,REACTOME_GLYCOGEN_METABOLISM,3.149359,0.0007089915,3.149359
442,REACTOME_GLYCOGEN_STORAGE_DISEASES,2.6563294,0.0022063304,2.6563294
443,REACTOME_GLYCOGEN_SYNTHESIS,3.788167,0.00016286693,3.788167
444,REACTOME_GLYCOLYSIS,14.21529,6.0913023e-15,14.21529
445,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.58159244,0.26206413,0.58159244
447,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,1.9180675,0.012076263,1.9180675
448,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,0.7893312,0.16243096,0.7893312
453,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.2553155,0.55550057,0.2553155
454,REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,1.6243689,0.023748219,1.6243689
455,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,0.61415786,0.24313201,0.61415786
456,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,1.332158,0.046541676,1.332158
457,REACTOME_G_PROTEIN_ACTIVATION,0.58159244,0.26206413,0.58159244
458,REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,1.2770948,0.05283299,1.2770948
459,REACTOME_G_PROTEIN_MEDIATED_EVENTS,1.0182391,0.095887244,1.0182391
460,REACTOME_HCMV_LATE_EVENTS,0.26433328,0.54408497,0.26433328
461,REACTOME_HDACS_DEACETYLATE_HISTONES,3.751471,0.00017722658,3.751471
462,REACTOME_HDMS_DEMETHYLATE_HISTONES,6.455586,3.5027884e-07,6.455586
463,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,2.2530775,0.005583707,2.2530775
466,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,1.3900856,0.04073,1.3900856
467,REACTOME_HEDGEHOG_ON_STATE,1.1796913,0.066116326,1.1796913
469,REACTOME_HEME_SIGNALING,0.95126784,0.111874774,0.95126784
471,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,0.8911321,0.12848957,0.8911321
472,REACTOME_HIV_TRANSCRIPTION_ELONGATION,0.7207842,0.19020231,0.7207842
473,REACTOME_HIV_TRANSCRIPTION_INITIATION,0.2553155,0.55550057,0.2553155
475,REACTOME_HSF1_ACTIVATION,1.7746937,0.016799884,1.7746937
476,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0.34146273,0.45555127,0.34146273
477,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,0.74200344,0.18113258,0.74200344
480,REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA,2.2267337,0.0059328917,2.2267337
481,REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,2.5394802,0.0028874855,2.5394802
483,REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,4.631539,2.3359364e-05,4.631539
485,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,4.3355412,4.6180536e-05,4.3355412
486,REACTOME_INFLAMMASOMES,1.8012038,0.01580506,1.8012038
487,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,0.47731784,0.33318248,0.47731784
491,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,3.2972832,0.0005043323,3.2972832
492,REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,3.6371136,0.0002306144,3.6371136
494,REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,1.2261717,0.05940572,1.2261717
495,REACTOME_INSULIN_PROCESSING,0.50021476,0.31607142,0.50021476
503,REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,1.3920043,0.040550455,1.3920043
504,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,1.0547158,0.088162564,1.0547158
505,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.5520306,0.2805236,0.5520306
506,REACTOME_INTERFERON_GAMMA_SIGNALING,0.40070742,0.3974592,0.40070742
507,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,2.1994476,0.006317603,2.1994476
508,REACTOME_INTERLEUKIN_12_SIGNALING,2.367422,0.004291191,2.367422
509,REACTOME_INTERLEUKIN_15_SIGNALING,0.9247611,0.11891562,0.9247611
510,REACTOME_INTERLEUKIN_17_SIGNALING,2.4204051,0.003798349,2.4204051
511,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.9247611,0.11891562,0.9247611
512,REACTOME_INTERLEUKIN_27_SIGNALING,0.9247611,0.11891562,0.9247611
513,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,0.58159244,0.26206413,0.58159244
514,REACTOME_INTERLEUKIN_35_SIGNALLING,0.9247611,0.11891562,0.9247611
516,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,3.9636018,0.0001087422,3.9636018
517,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,0.7893312,0.16243096,0.7893312
518,REACTOME_INTERLEUKIN_6_SIGNALING,0.85094035,0.14094824,0.85094035
519,REACTOME_INTERLEUKIN_7_SIGNALING,0.7366539,0.1833775,0.7366539
520,REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,0.7366539,0.1833775,0.7366539
521,REACTOME_INTRAFLAGELLAR_TRANSPORT,0.3050254,0.4954212,0.3050254
522,REACTOME_INTRA_GOLGI_TRAFFIC,0.3286616,0.46917883,0.3286616
523,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,4.348197,4.485419e-05,4.348197
524,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.52502334,0.2985222,0.52502334
525,REACTOME_ION_HOMEOSTASIS,1.7219677,0.018968469,1.7219677
526,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,1.6719366,0.021284498,1.6719366
527,REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,2.6563294,0.0022063304,2.6563294
528,REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,3.101294,0.0007919648,3.101294
530,REACTOME_IRON_UPTAKE_AND_TRANSPORT,2.1479602,0.007112789,2.1479602
532,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,2.433616,0.003684547,2.433616
533,REACTOME_JOSEPHIN_DOMAIN_DUBS,3.101294,0.0007919648,3.101294
536,REACTOME_KINESINS,1.5790622,0.02635954,1.5790622
537,REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,0.61415786,0.24313201,0.61415786
540,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,1.9519101,0.011170944,1.9519101
541,REACTOME_LDL_CLEARANCE,2.9333236,0.0011659405,2.9333236
542,REACTOME_LGI_ADAM_INTERACTIONS,0.7366539,0.1833775,0.7366539
544,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,3.2572465,0.0005530361,3.2572465
545,REACTOME_LONG_TERM_POTENTIATION,0.5520306,0.2805236,0.5520306
546,REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME,0.65030456,0.22371517,0.65030456
547,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,1.0934682,0.08063654,1.0934682
550,REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,3.788167,0.00016286693,3.788167
551,REACTOME_MAPK1_ERK2_ACTIVATION,0.9247611,0.11891562,0.9247611
552,REACTOME_MAPK6_MAPK4_SIGNALING,2.1542964,0.0070097684,2.1542964
553,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.35499594,0.44157457,0.35499594
554,REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,0.7893312,0.16243096,0.7893312
556,REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,0.50021476,0.31607142,0.50021476
557,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,1.6094909,0.02457588,1.6094909
559,REACTOME_MEIOSIS,0.31653327,0.482466,0.31653327
561,REACTOME_MEIOTIC_SYNAPSIS,0.50021476,0.31607142,0.50021476
564,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,2.433616,0.003684547,2.433616
567,REACTOME_METABOLISM_OF_NUCLEOTIDES,0.92784846,0.118073255,0.92784846
570,REACTOME_METABOLISM_OF_STEROID_HORMONES,0.7366539,0.1833775,0.7366539
571,REACTOME_METALLOPROTEASE_DUBS,2.336949,0.004603104,2.336949
578,REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.41794306,0.38199437,0.41794306
581,REACTOME_MITOCHONDRIAL_BIOGENESIS,1.7149528,0.019277342,1.7149528
582,REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,0.41794306,0.38199437,0.41794306
583,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.38453624,0.4125378,0.38453624
586,REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,0.7893312,0.16243096,0.7893312
587,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,1.5295385,0.02954347,1.5295385
588,REACTOME_MITOCHONDRIAL_TRANSLATION,0.0902012,0.81245404,0.0902012
590,REACTOME_MITOPHAGY,6.29913,5.0219217e-07,6.29913
591,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,0.69079316,0.20380124,0.69079316
593,REACTOME_MRNA_CAPPING,0.95126784,0.111874774,0.95126784
596,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,1.035905,0.092065096,1.035905
597,REACTOME_MTORC1_MEDIATED_SIGNALLING,0.41794306,0.38199437,0.41794306
598,REACTOME_MTOR_SIGNALLING,0.27378085,0.5323768,0.27378085
599,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,2.6966698,0.0020106204,2.6966698
600,REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,3.101294,0.0007919648,3.101294
603,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.31653327,0.482466,0.31653327
604,REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,2.057867,0.008752515,2.057867
605,REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,2.2267337,0.0059328917,2.2267337
606,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0.9247611,0.11891562,0.9247611
607,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,2.6563294,0.0022063304,2.6563294
608,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.24669981,0.56663084,0.24669981
610,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,2.0896838,0.008134226,2.0896838
611,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,2.2480972,0.005648106,2.2480972
612,REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,2.2480972,0.005648106,2.2480972
613,REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,2.2480972,0.005648106,2.2480972
614,REACTOME_NEGATIVE_REGULATION_OF_FLT3,2.7865322,0.0016348122,2.7865322
615,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,1.4945356,0.032023177,1.4945356
616,REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,3.149359,0.0007089915,3.149359
617,REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,1.332158,0.046541676,1.332158
618,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,1.5001203,0.031614017,1.5001203
619,REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,3.149359,0.0007089915,3.149359
620,REACTOME_NEPHRIN_FAMILY_INTERACTIONS,0.58159244,0.26206413,0.58159244
622,REACTOME_NEUREXINS_AND_NEUROLIGINS,0.7641411,0.17213094,0.7641411
624,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.2836889,0.52036864,0.2836889
625,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,2.9333236,0.0011659405,2.9333236
626,REACTOME_NGF_STIMULATED_TRANSCRIPTION,2.0185285,0.009582341,2.0185285
627,REACTOME_NICOTINAMIDE_SALVAGING,0.7893312,0.16243096,0.7893312
628,REACTOME_NICOTINATE_METABOLISM,0.5520306,0.2805236,0.5520306
630,REACTOME_NOD1_2_SIGNALING_PATHWAY,2.1659677,0.0068238927,2.1659677
631,REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3,0.85094035,0.14094824,0.85094035
632,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.35499594,0.44157457,0.35499594
634,REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.61415786,0.24313201,0.61415786
635,REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,3.1599598,0.000691895,3.1599598
636,REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,2.5394802,0.0028874855,2.5394802
637,REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,2.2267337,0.0059328917,2.2267337
638,REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,3.9556038,0.000110763394,3.9556038
639,REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,1.8012038,0.01580506,1.8012038
640,REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0.85094035,0.14094824,0.85094035
641,REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,2.2267337,0.0059328917,2.2267337
642,REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,1.4574388,0.03487877,1.4574388
643,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,2.866451,0.0013600315,2.866451
644,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,2.2267337,0.0059328917,2.2267337
645,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,1.2261717,0.05940572,1.2261717
647,REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,2.6563294,0.0022063304,2.6563294
650,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.18370323,0.65508366,0.18370323
651,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,1.2801493,0.0524627,1.2801493
654,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,1.3920043,0.040550455,1.3920043
656,REACTOME_NUCLEOBASE_BIOSYNTHESIS,0.7366539,0.1833775,0.7366539
658,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,3.5614789,0.00027448655,3.5614789
660,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,0.9247611,0.11891562,0.9247611
661,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.58159244,0.26206413,0.58159244
662,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,1.5790622,0.02635954,1.5790622
663,REACTOME_ONCOGENE_INDUCED_SENESCENCE,4.079561,8.326048e-05,4.079561
664,REACTOME_ONCOGENIC_MAPK_SIGNALING,2.169576,0.006767435,2.169576
665,REACTOME_OPIOID_SIGNALLING,1.0595698,0.08718267,1.0595698
666,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.8171196,0.15236332,0.8171196
667,REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.9247611,0.11891562,0.9247611
669,REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,2.0185285,0.009582341,2.0185285
670,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,4.3469176,4.4986522e-05,4.3469176
672,REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.65030456,0.22371517,0.65030456
674,REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,3.2972832,0.0005043323,3.2972832
675,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,2.7865322,0.0016348122,2.7865322
676,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,1.5909102,0.025650144,1.5909102
677,REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.69079316,0.20380124,0.69079316
678,REACTOME_PCP_CE_PATHWAY,2.2824724,0.005218284,2.2824724
681,REACTOME_PEPTIDE_HORMONE_METABOLISM,0.34146273,0.45555127,0.34146273
684,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,1.4550161,0.035073888,1.4550161
685,REACTOME_PEXOPHAGY,3.2972832,0.0005043323,3.2972832
691,REACTOME_PI5P_REGULATES_TP53_ACETYLATION,2.057867,0.008752515,2.057867
692,REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,5.3121758,4.87331e-06,5.3121758
693,REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,0.61415786,0.24313201,0.61415786
698,REACTOME_PI_METABOLISM,1.1092322,0.077762075,1.1092322
699,REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,2.057867,0.008752515,2.057867
700,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.69079316,0.20380124,0.69079316
701,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,1.4171526,0.038269024,1.4171526
702,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,0.9247611,0.11891562,0.9247611
703,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,2.7832685,0.001647144,2.7832685
704,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,2.6563294,0.0022063304,2.6563294
707,REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,0.61415786,0.24313201,0.61415786
708,REACTOME_PLATELET_HOMEOSTASIS,1.0839992,0.08241397,1.0839992
714,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,1.5790622,0.02635954,1.5790622
716,REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0.58159244,0.26206413,0.58159244
717,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.86327815,0.13700041,0.86327815
718,REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,8.793798,1.6076854e-09,8.793798
721,REACTOME_PREGNENOLONE_BIOSYNTHESIS,0.85094035,0.14094824,0.85094035
723,REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,0.58159244,0.26206413,0.58159244
724,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,3.2972832,0.0005043323,3.2972832
725,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,1.7746937,0.016799884,1.7746937
729,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,1.7984403,0.015905954,1.7984403
737,REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,1.4574388,0.03487877,1.4574388
738,REACTOME_PROTEIN_FOLDING,0.8520156,0.14059971,0.8520156
739,REACTOME_PROTEIN_METHYLATION,2.2480972,0.005648106,2.2480972
740,REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,1.5909102,0.025650144,1.5909102
741,REACTOME_PROTEIN_UBIQUITINATION,0.9481935,0.112669535,0.9481935
743,REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,3.5321798,0.00029364342,3.5321798
744,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,1.9189485,0.012051786,1.9189485
746,REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.7893312,0.16243096,0.7893312
750,REACTOME_PYRUVATE_METABOLISM,3.149359,0.0007089915,3.149359
751,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,2.1479602,0.007112789,2.1479602
752,REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,1.2448031,0.05691109,1.2448031
753,REACTOME_RAB_GERANYLGERANYLATION,1.3808315,0.0416072,1.3808315
754,REACTOME_RAC2_GTPASE_CYCLE,0.5629871,0.273535,0.5629871
755,REACTOME_RAC3_GTPASE_CYCLE,1.6899227,0.020421015,1.6899227
756,REACTOME_RAF_ACTIVATION,1.6243689,0.023748219,1.6243689
757,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.58159244,0.26206413,0.58159244
758,REACTOME_RAP1_SIGNALLING,0.7366539,0.1833775,0.7366539
759,REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR,0.52502334,0.2985222,0.52502334
760,REACTOME_RAS_PROCESSING,2.2480972,0.005648106,2.2480972
763,REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,0.9247611,0.11891562,0.9247611
764,REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,1.5294882,0.029546894,1.5294882
766,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,3.149359,0.0007089915,3.149359
767,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.9691429,0.107363604,0.9691429
768,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,1.4436395,0.036004804,1.4436395
770,REACTOME_RECYCLING_PATHWAY_OF_L1,4.7785206,1.6652508e-05,4.7785206
771,REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,0.7366539,0.1833775,0.7366539
773,REACTOME_REGULATED_NECROSIS,1.6719366,0.021284498,1.6719366
775,REACTOME_REGULATION_OF_BACH1_ACTIVITY,2.6563294,0.0022063304,2.6563294
776,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,2.9333236,0.0011659405,2.9333236
777,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,7.657824,2.1987505e-08,7.657824
779,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,2.057867,0.008752515,2.057867
780,REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,3.2972832,0.0005043323,3.2972832
781,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,0.7893312,0.16243096,0.7893312
783,REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,1.699238,0.019987667,1.699238
784,REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,1.314745,0.048445683,1.314745
785,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.4825723,0.32917565,0.4825723
786,REACTOME_REGULATION_OF_IFNA_SIGNALING,0.9247611,0.11891562,0.9247611
787,REACTOME_REGULATION_OF_IFNG_SIGNALING,0.65030456,0.22371517,0.65030456
788,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,3.8250585,0.0001496034,3.8250585
789,REACTOME_REGULATION_OF_INSULIN_SECRETION,1.1901963,0.06453626,1.1901963
791,REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS,4.603012,2.4945244e-05,4.603012
792,REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,0.9838195,0.10379597,0.9838195
793,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,2.744064,0.0018027519,2.744064
794,REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,4.5117984,3.0775253e-05,4.5117984
795,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,2.5633483,0.002733076,2.5633483
796,REACTOME_REGULATION_OF_PTEN_LOCALIZATION,3.5321798,0.00029364342,3.5321798
797,REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION,0.7893312,0.16243096,0.7893312
798,REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,1.955893,0.011068963,1.955893
799,REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,1.699238,0.019987667,1.699238
800,REACTOME_REGULATION_OF_RAS_BY_GAPS,0.75262,0.17675838,0.75262
801,REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,0.69079316,0.20380124,0.69079316
802,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0.8171196,0.15236332,0.8171196
803,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.9481935,0.112669535,0.9481935
804,REACTOME_REGULATION_OF_SIGNALING_BY_CBL,2.336949,0.004603104,2.336949
805,REACTOME_REGULATION_OF_TNFR1_SIGNALING,1.9519101,0.011170944,1.9519101
806,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,5.994049,1.0137965e-06,5.994049
807,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,0.9247611,0.11891562,0.9247611
808,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,2.433616,0.003684547,2.433616
809,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,1.4436395,0.036004804,1.4436395
810,REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,3.4735205,0.00033610853,3.4735205
811,REACTOME_REPRESSION_OF_WNT_TARGET_GENES,0.7366539,0.1833775,0.7366539
812,REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,0.38453624,0.4125378,0.38453624
813,REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.58159244,0.26206413,0.58159244
817,REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,4.3355412,4.6180536e-05,4.3355412
818,REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,3.2972832,0.0005043323,3.2972832
819,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,0.6808724,0.20851035,0.6808724
