,source,estimate,pvals,log10_pval
601,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,2.9573576,0.00110317,2.9573576
602,REACTOME_HIV_TRANSCRIPTION_ELONGATION,3.2374215,0.00057886675,3.2374215
603,REACTOME_HIV_TRANSCRIPTION_INITIATION,2.289703,0.005132123,2.289703
605,REACTOME_HSF1_ACTIVATION,1.4945356,0.032023177,1.4945356
606,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,0.6620779,0.21773192,0.6620779
607,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR,3.810192,0.00015481315,3.810192
614,REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,3.0488248,0.0008936657,3.0488248
617,REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,3.8544767,0.00013980523,3.8544767
619,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,4.900566,1.257285e-05,4.900566
620,REACTOME_INFLAMMASOMES,0.50021476,0.31607142,0.50021476
621,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,2.866451,0.0013600315,2.866451
623,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.38453624,0.4125378,0.38453624
626,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,4.603012,2.4945244e-05,4.603012
627,REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,3.499626,0.00031650026,3.499626
628,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.17801201,0.6637247,0.17801201
629,REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,1.0182391,0.095887244,1.0182391
631,REACTOME_INSULIN_RECEPTOR_RECYCLING,2.9547656,0.0011097735,2.9547656
636,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.21578299,0.60843897,0.21578299
637,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.21578299,0.60843897,0.21578299
638,REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,0.31653327,0.482466,0.31653327
639,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,2.3090093,0.0049089734,2.3090093
640,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.20883858,0.61824614,0.20883858
641,REACTOME_INTERFERON_GAMMA_SIGNALING,0.14360036,0.71845514,0.14360036
643,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,1.6559315,0.02208353,1.6559315
644,REACTOME_INTERLEUKIN_12_SIGNALING,1.8768418,0.01327878,1.8768418
646,REACTOME_INTERLEUKIN_17_SIGNALING,1.1189249,0.07604579,1.1189249
655,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,2.1479602,0.007112789,2.1479602
661,REACTOME_INTRAFLAGELLAR_TRANSPORT,4.715594,1.9248911e-05,4.715594
663,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.15255386,0.70379496,0.15255386
665,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.31653327,0.482466,0.31653327
667,REACTOME_ION_HOMEOSTASIS,0.5484398,0.28285262,0.5484398
668,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.18961896,0.646221,0.18961896
669,REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,3.499626,0.00031650026,3.499626
670,REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,4.1432366,7.190574e-05,4.1432366
672,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,0.14799733,0.7112179,0.14799733
674,REACTOME_IRON_UPTAKE_AND_TRANSPORT,7.8884263,1.2929264e-08,7.8884263
676,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,2.866451,0.0013600315,2.866451
677,REACTOME_JOSEPHIN_DOMAIN_DUBS,5.4083953,3.9048546e-06,5.4083953
683,REACTOME_KINESINS,3.6934745,0.00020254681,3.6934745
687,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,5.2466516,5.6669355e-06,5.2466516
693,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,3.0488248,0.0008936657,3.0488248
700,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,2.0049777,0.009886037,2.0049777
701,REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,0.65030456,0.22371517,0.65030456
702,REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.6808724,0.20851035,0.6808724
703,REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,3.2572465,0.0005530361,3.2572465
704,REACTOME_MAPK1_ERK2_ACTIVATION,0.7893312,0.16243096,0.7893312
706,REACTOME_MAPK6_MAPK4_SIGNALING,2.9577081,0.0011022798,2.9577081
712,REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,0.81143695,0.15437005,0.81143695
721,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.2553155,0.55550057,0.2553155
724,REACTOME_METABOLISM_OF_NUCLEOTIDES,1.2447118,0.056923058,1.2447118
725,REACTOME_METABOLISM_OF_POLYAMINES,1.314745,0.048445683,1.314745
728,REACTOME_METALLOPROTEASE_DUBS,2.9547656,0.0011097735,2.9547656
731,REACTOME_METHYLATION,0.61415786,0.24313201,0.61415786
737,REACTOME_MICRORNA_MIRNA_BIOGENESIS,3.5614789,0.00027448655,3.5614789
741,REACTOME_MITOCHONDRIAL_BIOGENESIS,4.0385118,9.151415e-05,4.0385118
742,REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,0.9838195,0.10379597,0.9838195
743,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.29409125,0.5080527,0.29409125
747,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,8.369515,4.2705612e-09,8.369515
748,REACTOME_MITOCHONDRIAL_TRANSLATION,2.6103873,0.0024525211,2.6103873
750,REACTOME_MITOPHAGY,6.40887,3.9005837e-07,6.40887
752,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,5.723068,1.8920462e-06,5.723068
755,REACTOME_MRNA_CAPPING,3.1599598,0.000691895,3.1599598
757,REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,2.2480972,0.005648106,2.2480972
758,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,8.361619,4.3489137e-09,8.361619
759,REACTOME_MTORC1_MEDIATED_SIGNALLING,0.92041993,0.12011025,0.92041993
760,REACTOME_MTOR_SIGNALLING,0.57804745,0.264212,0.57804745
762,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.77355367,0.16844043,0.77355367
763,REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,4.3564157,4.401332e-05,4.3564157
765,REACTOME_NADE_MODULATES_DEATH_SIGNALLING,0.9247611,0.11891562,0.9247611
773,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,1.699238,0.019987667,1.699238
774,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,1.2261717,0.05940572,1.2261717
775,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,1.5597891,0.027555669,1.5597891
776,REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY,0.85094035,0.14094824,0.85094035
778,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,2.4925175,0.0032172333,2.4925175
779,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,2.4285161,0.0037280682,2.4285161
780,REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,2.630297,0.002342626,2.630297
781,REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,2.5596807,0.002756254,2.5596807
782,REACTOME_NEGATIVE_REGULATION_OF_FLT3,3.6371136,0.0002306144,3.6371136
783,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,2.4204051,0.003798349,2.4204051
784,REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,2.9547656,0.0011097735,2.9547656
786,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,5.2991757,5.021393e-06,5.2991757
789,REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,2.3090093,0.0049089734,2.3090093
793,REACTOME_NEUREXINS_AND_NEUROLIGINS,0.12747155,0.7456387,0.12747155
797,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.17253399,0.6721497,0.17253399
799,REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,3.788167,0.00016286693,3.788167
800,REACTOME_NGF_STIMULATED_TRANSCRIPTION,0.6808724,0.20851035,0.6808724
804,REACTOME_NOD1_2_SIGNALING_PATHWAY,2.1994476,0.006317603,2.1994476
805,REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3,1.8012038,0.01580506,1.8012038
808,REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.47731784,0.33318248,0.47731784
809,REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,3.0221994,0.00095016835,3.0221994
810,REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,3.751471,0.00017722658,3.751471
811,REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.65030456,0.22371517,0.65030456
812,REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,4.66281,2.1736516e-05,4.66281
813,REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,1.0547158,0.088162564,1.0547158
814,REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0.61415786,0.24313201,0.61415786
815,REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.4363606,0.36613345,0.4363606
816,REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,0.29409125,0.5080527,0.29409125
817,REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,0.2021731,0.6278081,0.2021731
818,REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,0.69079316,0.20380124,0.69079316
824,REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,4.631539,2.3359364e-05,4.631539
827,REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0.13935575,0.72551143,0.13935575
828,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,4.431066,3.7062437e-05,4.431066
829,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.3871153,0.4100952,0.3871153
830,REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0.2384608,0.577483,0.2384608
832,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.20883858,0.61824614,0.20883858
833,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.3286616,0.46917883,0.3286616
836,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,2.289703,0.005132123,2.289703
838,REACTOME_NUCLEOTIDE_SALVAGE,0.40070742,0.3974592,0.40070742
839,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,0.52502334,0.2985222,0.52502334
840,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.35499594,0.44157457,0.35499594
842,REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,2.0049777,0.009886037,2.0049777
844,REACTOME_ONCOGENE_INDUCED_SENESCENCE,3.1599598,0.000691895,3.1599598
845,REACTOME_ONCOGENIC_MAPK_SIGNALING,0.25535068,0.55545557,0.25535068
846,REACTOME_OPIOID_SIGNALLING,0.06641906,0.85818505,0.06641906
847,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,4.3780107,4.187834e-05,4.3780107
853,REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,2.1479602,0.007112789,2.1479602
854,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,2.4583313,0.0034807161,2.4583313
860,REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,3.788167,0.00016286693,3.788167
862,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,3.37356,0.00042309702,3.37356
863,REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,1.6607897,0.021837868,1.6607897
865,REACTOME_PCP_CE_PATHWAY,3.566655,0.00027123463,3.566655
868,REACTOME_PENTOSE_PHOSPHATE_PATHWAY,0.5520306,0.2805236,0.5520306
872,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,1.3392278,0.04579017,1.3392278
873,REACTOME_PEXOPHAGY,4.1432366,7.190574e-05,4.1432366
885,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,0.40070742,0.3974592,0.40070742
891,REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,7.469748,3.3904097e-08,7.469748
892,REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,2.866451,0.0013600315,2.866451
898,REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.50021476,0.31607142,0.50021476
908,REACTOME_PLATELET_HOMEOSTASIS,0.3134038,0.48595518,0.3134038
914,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,1.035905,0.092065096,1.035905
915,REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.3050254,0.4954212,0.3050254
916,REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,8.540899,2.8780662e-09,8.540899
917,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.8343326,0.14644259,0.8343326
918,REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.27323836,0.53304225,0.27323836
924,REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,0.4363606,0.36613345,0.4363606
925,REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION,4.3564157,4.401332e-05,4.3564157
926,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.15255386,0.70379496,0.15255386
929,REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO,0.65030456,0.22371517,0.65030456
930,REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,1.4945356,0.032023177,1.4945356
931,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,1.6877608,0.020522919,1.6877608
936,REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.61415786,0.24313201,0.61415786
937,REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.58159244,0.26206413,0.58159244
939,REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,1.2770948,0.05283299,1.2770948
940,REACTOME_PROTEIN_FOLDING,6.738414,1.8263597e-07,6.738414
941,REACTOME_PROTEIN_METHYLATION,2.0896838,0.008134226,2.0896838
942,REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,0.20898734,0.6180344,0.20898734
943,REACTOME_PROTEIN_REPAIR,0.85094035,0.14094824,0.85094035
944,REACTOME_PROTEIN_UBIQUITINATION,2.2824724,0.005218284,2.2824724
949,REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,4.3564157,4.401332e-05,4.3564157
950,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,0.5520306,0.2805236,0.5520306
953,REACTOME_PURINE_SALVAGE,0.58159244,0.26206413,0.58159244
956,REACTOME_PYROPTOSIS,0.47731784,0.33318248,0.47731784
957,REACTOME_PYRUVATE_METABOLISM,0.86327815,0.13700041,0.86327815
958,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.44782966,0.35659096,0.44782966
959,REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,0.44661656,0.3575884,0.44661656
960,REACTOME_RAB_GERANYLGERANYLATION,0.12019806,0.7582317,0.12019806
961,REACTOME_RAC2_GTPASE_CYCLE,0.06287643,0.86521405,0.06287643
962,REACTOME_RAC3_GTPASE_CYCLE,0.20898734,0.6180344,0.20898734
963,REACTOME_RAF_ACTIVATION,0.24669981,0.56663084,0.24669981
964,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.38453624,0.4125378,0.38453624
967,REACTOME_RAS_PROCESSING,2.630297,0.002342626,2.630297
972,REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,0.4363606,0.36613345,0.4363606
974,REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX,3.0897021,0.00081338815,3.0897021
975,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,2.413248,0.0038614643,2.413248
976,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,5.0162477,9.6327885e-06,5.0162477
979,REACTOME_RECYCLING_PATHWAY_OF_L1,6.3124137,4.870641e-07,6.3124137
982,REACTOME_REGULATED_NECROSIS,2.6140625,0.0024318534,2.6140625
983,REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,0.61415786,0.24313201,0.61415786
985,REACTOME_REGULATION_OF_BACH1_ACTIVITY,5.4083953,3.9048546e-06,5.4083953
986,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.31653327,0.482466,0.31653327
987,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.8003584,0.15835857,0.8003584
990,REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION,0.69079316,0.20380124,0.69079316
991,REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,3.0488248,0.0008936657,3.0488248
994,REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,0.52502334,0.2985222,0.52502334
997,REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,4.712348,1.9393316e-05,4.712348
998,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,0.2334859,0.5841362,0.2334859
1001,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,3.9556038,0.000110763394,3.9556038
1002,REACTOME_REGULATION_OF_INSULIN_SECRETION,0.6806647,0.20861009,0.6806647
1006,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,2.9923184,0.001017845,2.9923184
1007,REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,3.528193,0.0002963515,3.528193
1008,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,0.11339517,0.77020234,0.11339517
1009,REACTOME_REGULATION_OF_PTEN_LOCALIZATION,4.3564157,4.401332e-05,4.3564157
1011,REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,3.728403,0.00018689461,3.728403
1012,REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.52502334,0.2985222,0.52502334
1013,REACTOME_REGULATION_OF_RAS_BY_GAPS,4.6538353,2.2190377e-05,4.6538353
1015,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,4.596489,2.5322759e-05,4.596489
1016,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,4.4471974,3.571105e-05,4.4471974
1017,REACTOME_REGULATION_OF_SIGNALING_BY_CBL,3.0488248,0.0008936657,3.0488248
1019,REACTOME_REGULATION_OF_TNFR1_SIGNALING,3.0222318,0.0009500977,3.0222318
1022,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,2.9547656,0.0011097735,2.9547656
1023,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,0.74891824,0.17827144,0.74891824
1024,REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,1.9607499,0.010945867,1.9607499
1028,REACTOME_REPRESSION_OF_WNT_TARGET_GENES,0.52502334,0.2985222,0.52502334
1034,REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,5.029632,9.340453e-06,5.029632
1035,REACTOME_RESPONSE_TO_METAL_IONS,0.7893312,0.16243096,0.7893312
1038,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,0.14799733,0.7112179,0.14799733
1041,REACTOME_RHOBTB1_GTPASE_CYCLE,0.35499594,0.44157457,0.35499594
1042,REACTOME_RHOBTB2_GTPASE_CYCLE,0.35499594,0.44157457,0.35499594
1044,REACTOME_RHOBTB_GTPASE_CYCLE,0.6620779,0.21773192,0.6620779
1048,REACTOME_RHOF_GTPASE_CYCLE,0.2021731,0.6278081,0.2021731
1049,REACTOME_RHOG_GTPASE_CYCLE,0.09278804,0.8076291,0.09278804
1050,REACTOME_RHOH_GTPASE_CYCLE,0.24669981,0.56663084,0.24669981
1056,REACTOME_RHO_GTPASES_ACTIVATE_CIT,0.4363606,0.36613345,0.4363606
1057,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,7.2936845,5.08529e-08,7.2936845
1060,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0.40070742,0.3974592,0.40070742
1061,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,0.7872617,0.16320682,0.7872617
1063,REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,1.1347517,0.07332436,1.1347517
1064,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,1.2801493,0.0524627,1.2801493
1065,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,2.7046988,0.0019737915,2.7046988
1067,REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0.27378085,0.5323768,0.27378085
1068,REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION,2.0185285,0.009582341,2.0185285
1069,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,1.0839992,0.08241397,1.0839992
1070,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER,1.4945356,0.032023177,1.4945356
1071,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,1.4945356,0.032023177,1.4945356
1072,REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION,1.7219677,0.018968469,1.7219677
1073,REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,1.4448013,0.035908617,1.4448013
1074,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,0.65425056,0.2216917,0.65425056
1075,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,2.3090093,0.0049089734,2.3090093
1076,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,1.5295385,0.02954347,1.5295385
1077,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION,1.622943,0.02382632,1.622943
1078,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,2.367422,0.004291191,2.367422
1079,REACTOME_RND1_GTPASE_CYCLE,0.21578299,0.60843897,0.21578299
1081,REACTOME_RND3_GTPASE_CYCLE,0.21578299,0.60843897,0.21578299
1088,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,2.866451,0.0013600315,2.866451
1090,REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,4.035027,9.225143e-05,4.035027
1097,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,3.928551,0.000117882395,3.928551
1104,REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,0.5520306,0.2805236,0.5520306
1109,REACTOME_SARS_COV_1_INFECTION,2.3320205,0.004655641,2.3320205
1110,REACTOME_SARS_COV_2_INFECTION,3.099532,0.0007951847,3.099532
1111,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,1.5294882,0.029546894,1.5294882
1112,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,4.035027,9.225143e-05,4.035027
1113,REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,7.2936845,5.08529e-08,7.2936845
1114,REACTOME_SELECTIVE_AUTOPHAGY,11.98624,1.0321899e-12,11.98624
1115,REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0.50021476,0.31607142,0.50021476
1117,REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,0.41794306,0.38199437,0.41794306
1118,REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,0.36932832,0.42723978,0.36932832
1120,REACTOME_SEMAPHORIN_INTERACTIONS,1.3392278,0.04579017,1.3392278
1121,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,3.0737643,0.00084379263,3.0737643
1123,REACTOME_SENSORY_PROCESSING_OF_SOUND,0.3871153,0.4100952,0.3871153
1124,REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0.21578299,0.60843897,0.21578299
1126,REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE,0.4363606,0.36613345,0.4363606
1135,REACTOME_SIGNALING_BY_ACTIVIN,0.61415786,0.24313201,0.61415786
1137,REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS,0.36911452,0.42745015,0.36911452
1138,REACTOME_SIGNALING_BY_CSF3_G_CSF,3.3897128,0.00040764987,3.3897128
1141,REACTOME_SIGNALING_BY_EGFR,3.1267743,0.0007468366,3.1267743
1142,REACTOME_SIGNALING_BY_EGFR_IN_CANCER,2.9547656,0.0011097735,2.9547656
1143,REACTOME_SIGNALING_BY_ERBB2,1.5597891,0.027555669,1.5597891
1146,REACTOME_SIGNALING_BY_ERBB4,2.0946894,0.008041009,2.0946894
1148,REACTOME_SIGNALING_BY_FGFR,3.3719792,0.00042463996,3.3719792
1149,REACTOME_SIGNALING_BY_FGFR1,1.6899227,0.020421015,1.6899227
